,userid,recipeid,comment,time
337,1,338,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
338,3,339,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
339,4,340,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
340,1,341,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
341,6,342,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
342,5,343,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
343,1,344,"I made it and shared it with my friends, it's worth making!",2022.06.17
344,4,345,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
345,4,346,"I made it and shared it with my friends, it's worth making!",2022.01.03
346,4,347,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
347,1,348,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
348,4,349,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
349,2,350,"I made it and shared it with my friends, it's worth making!",2019.03.19
350,2,351,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
351,5,352,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
352,5,353,"I made it and shared it with my friends, it's worth making!",2022.01.03
353,2,354,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
354,6,355,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
355,4,356,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
356,2,357,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
357,6,358,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
358,2,359,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
359,5,360,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
360,1,361,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
361,4,362,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
362,3,363,"I made it and shared it with my friends, it's worth making!",2019.04.07
363,4,364,"I made it and shared it with my friends, it's worth making!",2019.04.07
364,6,365,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
365,2,366,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
366,4,367,"I made it and shared it with my friends, it's worth making!",2020.07.28
367,4,368,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
368,5,369,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
369,4,370,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
370,2,371,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
371,4,372,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
372,1,373,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
373,5,374,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
374,5,375,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
375,2,376,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
376,5,377,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
377,6,378,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
378,4,379,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
379,2,380,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
380,3,381,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
381,2,382,"I made it and shared it with my friends, it's worth making!",2021.12.24
382,6,383,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
383,5,384,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
384,1,385,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
385,1,386,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
386,1,387,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
387,4,388,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
388,5,389,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
389,3,390,"I made it and shared it with my friends, it's worth making!",2019.03.19
390,1,391,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
391,4,392,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
392,2,393,"I made it and shared it with my friends, it's worth making!",2019.04.07
393,4,394,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
394,4,395,"I made it and shared it with my friends, it's worth making!",2021.12.24
395,5,396,"I made it and shared it with my friends, it's worth making!",2022.06.17
